id,fuente,dieta_heuristica,video_id,package,url,texto_proc,sentimiento,pred
Ugxthry_bmgTTo-bWhR4AaABAg,youtube,ayuno,N6R7NioAuac,,https://www.youtube.com/watch?v=N6R7NioAuac,"tu vídeo yo haber cambiar el vida para bien . después del c-19 él empezar a seguir con excelente resultado . perder 20 kg . con el enfermedad , mucho tono muscular . con tu consejo haber recuperar ese y yo ver mejor que antes de el enfermedad . el ayuno yo haber ayudar a mantener yo . gracias   : :",pos,neu
UgxWbP4KhuKipRjejrZ4AaABAg,youtube,sin_dieta,3OCFVAFeYlM,,https://www.youtube.com/watch?v=3OCFVAFeYlM,"tener sentido por qué estar en ayuna , yo tomar mi creatina bcaa y glutamina y aún que tener sensación de hambre él tirar el pesa como uno dios , el grasa ser más energético que el carbohidrato , él único malo ser no_poder no_entrensr no_todo el día en ayuna por culpa del trabajo",neg,neu
UgyBNcNTAQxztqYyuVB4AaABAg,youtube,ayuno,N6R7NioAuac,,https://www.youtube.com/watch?v=N6R7NioAuac,yo no_hacer no_16/8 no_yo ceno(intento que ser pronto ) y hasta el mediodía del día siguiente no_como no_nada no_. no_contar no_hora no_pero cuando yo entrar hambre de verdad como y ya estar . ser mejor no_ser no_estricto no_porque por uno hora o dos no_ir no_a no_notar gran diferencia . enhorabuena por el vídeo ! ! ! !,neu,neg
Ugw3Yu6Nwt1jkv3jZUB4AaABAg,youtube,sin_dieta,RzGKLefEmnM,,https://www.youtube.com/watch?v=RzGKLefEmnM,"en mi experiencia , en uno situación no_voluntario no_, no_al tercer día ya no_tener no_hambre no_, pero comenzar a sentir estado alterado de conciencia , como si yo estar drogar . yo acordar de el visión de el místico . no_yo no_extrañar no_su alucinación con el ayuno que él pegar .   : :",neu,neg
Ugw86pDYw-MYDvJOFPp4AaABAg,youtube,sin_dieta,NBMJA7Y-THU,,https://www.youtube.com/watch?v=NBMJA7Y-THU,y alguien saber de irene bueno que poder ayudar hasta 21 día ?   : :   claro él ser expertar en ese y llevar mucho año y enseñar cómo él hacer el sistema curativo por dieta amucós . nuestro cuerpo gastar más energía en intentar digerir él indigesta que ser el dieta actual de el mayoría .,pos,neu
UgxqrSevYgNWYSUkIkN4AaABAg,youtube,ayuno,Bcgs1pnUh_4,,https://www.youtube.com/watch?v=Bcgs1pnUh_4,"creer que ser bueno acotar que en el ayunó intermitente en general no_él no_buscar no_déficit calórico , más bien consumir el cantidad óptimo de caloría , el déficit calórico efectivamente tú llevar a adelgazar , pero también relantiza . tu metabolismo que a el largo poder ser perjudicial",neg,neu
UgwWghXz3vkuuPCgPPN4AaABAg,youtube,keto,T9A7iKzCuGw,,https://www.youtube.com/watch?v=T9A7iKzCuGw,"el problema de este doctor ser que no_saber no_que no_el cuerpo humano ser como el carro híbrido : poder funcionar bien con combustible diferente ... si él hacer uno dieta tradicional perfecto , el cuerpo funcionar bien , y si él hacer uno dieta keto perfecto , también funcionar bien",neg,neu
Ugwj00lvEDeRZm6ne3h4AaABAg,youtube,vegana,xL8Ct-PYrJw,,https://www.youtube.com/watch?v=xL8Ct-PYrJw,"hola buen día , apenas llevar uno mes con mi dieta vegán , uno médico yo decir que el único forma en que mi cuerpo producir colágeno ser consumir animal y que si compro uno suplemento de este no_servir no_de no_nada , yo poder orientar al respecto por favor   : :   pd . yo encantar tu video .",pos,neu
UgzJnofMhqLdV-fkd814AaABAg,youtube,vegana,0Kad-FApGTs,,https://www.youtube.com/watch?v=0Kad-FApGTs,hola verás ser vegetariana mi problema esque tener el colesterol bueno bajo y el medico decir que deber comer carne para subir él pensar que seguramente haber alguno alternativa vegetal a este problema por favor escríbeme si saber como poder solucionar él a:carolcarpintier@gmail.com,pos,neg
Ugzwe22XmKBWurCKmsZ4AaABAg,youtube,sin_dieta,1GNUgHeO9-g,,https://www.youtube.com/watch?v=1GNUgHeO9-g,"pensar que estar suscripto a este canal , pero después de él que pasar en argentina , que detener a uno secta donde abusar de menor y mucho otro atrocidad , este viejo que él hacer el "" ángel "" estar involucrado en ese caso , y dio él ir hacer pagar todo el mal que causo",neu,neg
Ugy_OEfdVQdeArnAIlJ4AaABAg,youtube,keto,VV23ecSLb2g,,https://www.youtube.com/watch?v=VV23ecSLb2g,excelente doctor . haber leer mucho sobre el dieta keto y él que usted estar explicar ser mucho parecido a él que explicar en uno libro de el cura del alzheimer sobre el dieta keto flex . conocer cómo llegar a ese balance energético/ balance cetogenico y su beneficio para el salud .,pos,neu
UgwgLTcFXGLsBktBHpx4AaABAg,youtube,ayuno,N6R7NioAuac,,https://www.youtube.com/watch?v=N6R7NioAuac,"llevar 2 mes hacer el ayuno intermitente , solo con dos comida , desayuno y almuerzo en el lapso de 9am a 5pm , haber bajar 5 kilo y yo sentir mucho.mejor   : :   yo desordenar uno poquito por ser fin de año , pero ya retomamos seguir con mi meta propuesto de bajar de peso .",neu,neg
UgzoXrE_A5Vod8hI9WR4AaABAg,youtube,sin_dieta,DPLuOX111wM,,https://www.youtube.com/watch?v=DPLuOX111wM,"él ver y tener sentimiento encontrado , por uno lado con mucho beneplácito por su aporte y ayuda a el salud del pueblo con tanto excelente información y por otro lado con uno honda tristeza aún por su partida   : : .. dios él tener en su gloria mi querido doctor mister frank . : :   : :",pos,neu
UgyFaEWuPVwtvlp2Q8F4AaABAg,youtube,ayuno,bIrJ8S5mIao,,https://www.youtube.com/watch?v=bIrJ8S5mIao,"tener uno consulta , en el ayuno poder hacer ejercicio ! ? que ser él recomendable hacer en ese momento de ayuno ! por qué si gasto energía como uno día normal ser más difícil poder hacer el ayuno ! el pregunta ser ! qué ser él recomendable para hacer ese 3 día de ayuno ! ?",pos,neg
UgiZk3dClhrS1ngCoAEC,youtube,vegana,pylAdbhFJKY,,https://www.youtube.com/watch?v=pylAdbhFJKY,"buen dia chico , él ver desdepuerto rico , ser excelente , él cuento yo ser vegana hacer poco mas de1 año y hacer ese mismo tiempo yo diagnosticar con nódulo en ambos seno y uno vez cambiar mi manera de comer , wow todo desaparecer , gracia por su conocimiento y ayuda .",pos,neu
UgyD0Xwi7BtEFBHVHAp4AaABAg,youtube,sin_dieta,CCdZZeRH8II,,https://www.youtube.com/watch?v=CCdZZeRH8II,"no_estar no_de no_acuerdo , ese cálculo no_él no_poder no_hacer extensible a todo el mundo . por ejemplo , en paciente con imc de igual o mayor a 30 o mayor a 28.5 con comorbilidad , no_poder no_hacer él no_con el peso real para evitar sobreestimación y tener que calcular peso corregido .",neu,neg
Ugzx4KAi-CjLPhj0Rmd4AaABAg,youtube,ayuno,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"maravilloso : :   yo empezar a hacer ayuno hacer 4 año y haber ser él mejor . bajar 23 k que no_haber no_recuperar no_, él acompaño con ejercicio . conocer mejor el ayuno ver su video , él haber hacer solo y yo haber sentir excelente . gracias por este información super detallado . gracias dr",neg,neu
Ugyl6E-e9H_pFrEitz14AaABAg,youtube,sin_dieta,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"hacer él mismo desde el 20 hrs hasta el 12 pm solo uno café a el mañana . él hacer hacer más de 10 año , yo mantener en peso . ser excelente yo sentir re- bien . desde el 12 pm hasta el 20 pm . como con moderación . este él hacer todo el día . saludo desde uruguay   : :",pos,neu
Ugz_9WMFWsvVdvbToE54AaABAg,youtube,ayuno,bDpP8o_SGCw,,https://www.youtube.com/watch?v=bDpP8o_SGCw,"haber ver gente en el iglesia , bueno al menos el mas humilde y genuina que llegar de corazon y por fe él haber ver "" ofrecer ayuno "" asi él conocer ahí . y el verdad haber notar que ser el que mas sano y con mas energia él ver . hasta limpia él sentir su vibra y energia .",pos,neu
UgzHbRpM8Db4zTDx0wh4AaABAg,youtube,sin_dieta,Bcgs1pnUh_4,,https://www.youtube.com/watch?v=Bcgs1pnUh_4,"llevar dos ańo hacer omad haber perder mucho grasa corporal y deje de medicar yo por el enfermedad de colitis ulcerós , haber ser mi sanación , él más importante ser que el consumo de proteína ser de 1.5 g por kilo , el comida deber ser real para que funcionar , buen video ! !",pos,neu
Ugzqu2h6uGq1SsMka0Z4AaABAg,youtube,keto,T9A7iKzCuGw,,https://www.youtube.com/watch?v=T9A7iKzCuGw,yo hacer dieta keto por 15 día . quedar uno palo de flaco . quedar anémico y con fiebre durante 8 día sin parar . parecer que yo bajar el defensa y yo agarrar uno gripe con tos pero fatal . volver a comer carbohidrato pero controlar o equilibrar y ya estar recuperar .,neg,neu
UgwTm30cxBEmfc5PgeN4AaABAg,youtube,vegana,BCUwJV6GRNA,,https://www.youtube.com/watch?v=BCUwJV6GRNA,"otro dieta inventado por el que él creer amo del conocimiento . cuando el dieta vegetarián haber sideo siempre el mejor y mas respetuoso de el salud . el campeon del mundo de fuerza ser vegano , pero claro ese ser solo uno anectoda que el adicto a comer carne olvidais .",pos,neu
Ugwz8vDgbRD2TZ8Xqyx4AaABAg,youtube,sin_dieta,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"holaaa mucho gracia por tanto información tanto útil , yo gustar saber si poder enseñar uno poco más sobre cómo manejar en niño pequeño uno buen dieta que ayudar a manejar y eliminar alergia y para que él también aprender a tener uno alimentación consciente .",neu,pos
UgzD_k7xF7TsTTonUjJ4AaABAg,youtube,sin_dieta,JT70CJNJ1yE,,https://www.youtube.com/watch?v=JT70CJNJ1yE,"yo quedar con este sasha que aunque el de hoy yo gustar sentir que aquí ser más sencillo , más informativo a nivel profesional y menos pretenciós . hoy solo sentir que querer demostrar su buen vida de lujo y viaje . él sentir si alguien no_él no_gustar no_mi opinión   : :",neu,neg
UgzoSZ43MNgqgwk8hR54AaABAg,youtube,sin_dieta,uuvrQFXEDjU,,https://www.youtube.com/watch?v=uuvrQFXEDjU,hola el verdad yo recomendar yo profir tu video tener uno poco de glucemia y tener que dejar uno tiempo el harina . ya que no_saber no_bien no_si ser diabetes o ser de el colanguitis . tener tiroides y uno tema de corazón yo decir el doctora no_ser no_bueno no_sumar algo,neg,neu
UgyE9BrvtyTWubGkSSd4AaABAg,youtube,ayuno,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"hola doctor jaramillo mucho agradecido por su consejo .. yo haber ayudar con el ayuno intermitente . haber mejorar muchísimo en el glucós colesterol y triglicéridos pero no_saber no_porqué no_tener el glóbulo rojo alto , poder comentar algo al respecto ? mucho gracia",neg,neu
Ugz8Ld-6DoWRI4rgcWt4AaABAg,youtube,sin_dieta,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"excelente , información y como siempre bien explicado y fácil de entender . y capté el mensaje del cuadro ( inception ) el origen . mente y nutrición , mucho gracia doctor por el maravilloso trabajo que realizas , dios él seguir guiar , proteger y sustentar .",pos,neu
Ugy9gpLr3m7H8PMZMQx4AaABAg,youtube,sin_dieta,ejoJzwGTgFs,,https://www.youtube.com/watch?v=ejoJzwGTgFs,"él malo de todo este ser que para quemar todo ese mierda haber que vivir en el gym . ese ser él que no_decir no_. no_si querer quemar grasa rápido y sin riesgo metabólico , eliminar el carbo durante uno tiempo , luego vuelve él a añadir mucho poco y mucho de vez en cuando .",neg,neu
6b7d8cde-5ab8-492f-a3f9-fb210eb1ec23,googleplay,sin_dieta,,com.wombatapps.carbmanager,https://play.google.com/store/apps/details?id=com.wombatapps.carbmanager,"yo gustar mucho el app pero de verdad él necesitar en español , él yo hacer difícil en oportunidad y yo estresir   : :   esperar con ancia el version en español , cuando llegar ese día él coloco el 5 estrella y él recomendar con mi familiar y amistad . gracias",neu,pos
UgwCBAIx8VfkRDPZ7BJ4AaABAg,youtube,sin_dieta,9etuKSzED2M,,https://www.youtube.com/watch?v=9etuKSzED2M,excelente video ! llegar a el conclusión que mejor como cuando tener hambre alimento que aparecer en el plato del bien comer y tomo agua cuando tener sed . yo él estar hacer porque yo parecer práctico comer solo uno vez al día . pero ser mucho rollo jajajar,pos,neu
UgxX6C0tAv_FFFbo7pp4AaABAg,youtube,paleo,BCUwJV6GRNA,,https://www.youtube.com/watch?v=BCUwJV6GRNA,"oír ! pero justamente , en el paleolítico no_hacer no_él no_que este recomendandir ! aquel ancestro no_él no_sentar no_a "" analizar "" él que él ir a comer ! no_hombre no_! no_ser infinitamente más sencillo ! no_hacer no_al no_régimen paleo complicado ! porque no_él no_ser no_en realidad .",neu,neg
UgwqylfkIVrEr3gPPCt4AaABAg,youtube,sin_dieta,VV23ecSLb2g,,https://www.youtube.com/watch?v=VV23ecSLb2g,"excelente explicación dr jaramillo , mucho agradecido con su video . pregunta : ud. explicar q el endulzant artificial estimular el insulina , qué opinar de el endulzant como el monkfruit que contener erythritol y extracto de monk fruit ? mucho gracia .",pos,neu
28f3fb07-5798-4072-908d-5f14da2ffcec,googleplay,flexible,,com.wombatapps.carbmanager,https://play.google.com/store/apps/details?id=com.wombatapps.carbmanager,"ser mucho buen para contar el macro de el comida y además de llevar uno control . él quitar uno estrella porque el app ser mucho lento , él trar y ser demasiado forzoso para cambiar cosa . si poder arreglar ese ser fantástico y seguir pagar mes a mes .",pos,neg
UgwU6cCpSkOa0gABoyN4AaABAg,youtube,sin_dieta,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,ahora sí estar ser más conciente de mi alimentación y el importancia de el actividad físico diario o al menos 5 día a el semana . y siempre cambiar mi estado de animo y salud en general . ya desear y estar comprometido con uno estilo de vida saludable .,neu,pos
Ugy-FCa9kk4c9Sak0Rd4AaABAg,youtube,sin_dieta,JT70CJNJ1yE,,https://www.youtube.com/watch?v=JT70CJNJ1yE,"excelente información , pero creer que el peso que él deber elegir para realizar dicho fórmula ser el peso ideal o el que él querer alcanzar x12 . porque uno persona que pesar 79.80 kg y querer adelgazar no_él no_ir no_a lograr comer más de 2000 caloría diario .",neg,pos
UgwEkoHVS5IMTJhhpWJ4AaABAg,youtube,sin_dieta,1GNUgHeO9-g,,https://www.youtube.com/watch?v=1GNUgHeO9-g,"ir a empezar este cambio , sobre todo porque ya no_poder no_seguir no_pensar que estar comer el cuerpo de uno animal que sufrir uno muerte violento solo porque venir al mundo para alimentar yo ... ese estar mucho mal . ya no_querer no_ser no_parte de este brutalidad .",neu,neg
UgxfgW_c1sXykX7Wvs54AaABAg,youtube,sin_dieta,JT70CJNJ1yE,,https://www.youtube.com/watch?v=JT70CJNJ1yE,"hola sashcitar . bueno si paso por acá ser para volver empapar yo del tema , ya que siempre ser bueno escuchar él nuevamente . querer que hagas uno video en este tiempo de cuarentena para mantener masa muscular . alguno tip porfavor . tú agradecería mucho   : :",pos,neu
UgzdO2Tk63bNf1H-NFR4AaABAg,youtube,sin_dieta,xL8Ct-PYrJw,,https://www.youtube.com/watch?v=xL8Ct-PYrJw,"mucho bueno y bien explicar sos uno crack , querer empezar a comer más sano ... pero yo quedar uno duda el zanahoria ir en el cola mientras comes el ensalada o ir en el ensalada ? , y otro cosa tener otro duda tener duda dar podonga ! ! ! ! yo suscribo y kike ....",pos,neu
UgxKBAXTG2uQ2Y4ubYV4AaABAg,youtube,ayuno,9etuKSzED2M,,https://www.youtube.com/watch?v=9etuKSzED2M,"gracias por el información doctor hernández , yo servir de mucho ahora que estar hacer el ayuno intermitente 16/8 , por el momento yo haber funcionar bien , todavía no_yo no_sentir no_preparado para el omad , tal vez más adelante . saludo desde oaxaca , méxico ! !",neg,neu
Ugwxk5JdjVDyfDOl1nV4AaABAg,youtube,ayuno,RzGKLefEmnM,,https://www.youtube.com/watch?v=RzGKLefEmnM,"buena noche doctor , que yo decir de el catabolización en el práctica de uno ayuno prolongado , ser significativo o no_ser no_algo no_de él que preocupar él mucho , agradecer de sobremanera su respuesta . mucho gracia de antemano y por tanto excelente contenido !",neg,neu
UgwV7gD5aCT1B9AnzbF4AaABAg,youtube,vegana,BCUwJV6GRNA,,https://www.youtube.com/watch?v=BCUwJV6GRNA,"al que él servir alimentar él asi genial .... yo preferir seguir vegana y evitar el carbohidrato simple como harina y azucar refinado y yo elaborar todo casero , hasta el pasta ... él importante ser que yo de resultado y yo hacer feliz .... saludo",pos,neu
UgwU0_HjfAjOm-O7yU54AaABAg,youtube,sin_dieta,JT70CJNJ1yE,,https://www.youtube.com/watch?v=JT70CJNJ1yE,y si ! estar bueno él del pizarrón ! él mencionar seguido pero no_él no_aplicá no_! o poder ser que pongas el cuenta con alguno programa mientras ver el video ! pero creer que ser mas complicado ! ! ese hermoso ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! tu niña precioso ! !,neg,neu
UgzRoJaymdUIOHTufSB4AaABAg,youtube,ayuno,9etuKSzED2M,,https://www.youtube.com/watch?v=9etuKSzED2M,"hola doctor uno saludo desde chile , yo hacer ayuno de 24 hrs y realizar uno comida , que poder hacer para mejorar el autofagia , bajar de peso y sanar patologia digestivo , y desintoxicar el organismo , como deber ser el comida , y que consumir en ese comida",pos,neu
UgwyVpXQlo6jjByVPMV4AaABAg,youtube,sin_dieta,PgDFnParDao,,https://www.youtube.com/watch?v=PgDFnParDao,"tío todo bien excepto que sí deber consumir sal , porq el bioenergetica en nuestro cuerpo así él exigir , ya que también funcionar con energía eléctrico , y el sal ser buen conductora y productora de energía , averigua bien , ahí tú dejar uno tarea .",pos,neu
UgxQf2t0i5YmWKfRiU94AaABAg,youtube,ayuno,bIrJ8S5mIao,,https://www.youtube.com/watch?v=bIrJ8S5mIao,sufrí todo uno año de inflamación de articulación ser ama de casa y dejar totalmente el azúcar y carbohidrato y yo sentir mucho mejor esl a segundo vez que ago ayuno prolongado y yo sentir genial gracias a dios que meda el fuerza de voluntad   : :   : :,pos,neu
Ugyf_K3ZJ-_aP9tiAgd4AaABAg,youtube,keto,T9A7iKzCuGw,,https://www.youtube.com/watch?v=T9A7iKzCuGw,"porque no_decir no_que no_el carbohidrato y azucar él convertir en grasa ? ? ? ? , ir a comer cabello para que yo salir cabello , este doctor este desactualizado , el metabolismo no_funcionar no_así no_, haber mucho estudio reciente que avalar el dieta keto .",neg,neu
UgyGpsmPVgSzdYI9jT94AaABAg,youtube,ayuno,VV23ecSLb2g,,https://www.youtube.com/watch?v=VV23ecSLb2g,"doctor , el vinagre de manzana en ayuno , con uno poco de agua y sal . ser bueno todo el día ? o solo de vez en cuando . cuando él hacer yo sentir más saciado en el día , y cuando no_, no_yo no_dar más hambre . pero no_él no_si no_ser bueno o malo todo el día ?",neu,neg
UgyNEMryuD5k-PtvZ454AaABAg,youtube,ayuno,NBMJA7Y-THU,,https://www.youtube.com/watch?v=NBMJA7Y-THU,"dr llevar tres año hacer ayuno corto 18-24-48 hora el de 18 él hacer tres vez semanal , gracias a dios estar en excelente estado de salud físico y mental , basado en este considerar que estar preparado para uno ayuno de 3-5 día ? gracias",pos,neu
UgzqxDFS4c7aI6vW9qt4AaABAg,youtube,sin_dieta,B_Ta5u7ytbg,,https://www.youtube.com/watch?v=B_Ta5u7ytbg,"  : :    : :   uno vez más maravillosa información claro y facil en el comprension , para mejorar nuestro salud , en este sociedad dde abundar el patrocinado y el obesidad , ya en edad temprano .. : : mucho gracias dr .. y uno abrazo desde león españa   : :",pos,neu
UgzUy0pIKaofNh8kFql4AaABAg,youtube,sin_dieta,h5OqklgYJCA,,https://www.youtube.com/watch?v=h5OqklgYJCA,bueno al menos no_él no_haber no_estar hacer tanto mal . no_tener no_báscula no_pero si yo fijar mucho en el tabla nutricional de todo él que consumo para así hacer uno cálculo aproximado de él que ir consumir o si necesitar consumir menos de x producto ..,neg,pos
UgzVXLUafVjHVf0_AxF4AaABAg,youtube,ayuno,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"yo tener uno mes con el ayuno intermitente de 16 hora y todo ir bien astir el 3ro semana empeze a notar que en cuanto yo levantar y empezar con mi actividad normal yo dar uno hambre terrible , ese él pasar a alguien más o solo ser yo ..",neg,neu
UgxIk2jYFtOSYQh8VE54AaABAg,youtube,flexible,JT70CJNJ1yE,,https://www.youtube.com/watch?v=JT70CJNJ1yE,yo trabajar en uno hotel y ar siempre para acá y para allá y llegar a mi casa y yo poner a limpiar mi casa después yo poner hacer ejercicio solo que no_tomar no_en no_cuenta mi alimentación bueno contar el macro así que boy a empezar a hacer él,pos,neu
UgyaFleH7y7TCOlbzH54AaABAg,youtube,keto,NBMJA7Y-THU,,https://www.youtube.com/watch?v=NBMJA7Y-THU,hola mi doc buen tarde disculpar yo hacer el dieta keto y ser mugenial creer que ser el mejor del mundo yo empece con usted y el doctor baiter pero desafortunadamente él dejar hacer uno tiempo y ser él peor que hacer pero volver ser mucho dificil   : :   : :   : :   : :,neg,neu
Ughv8nDUOTnoo3gCoAEC,youtube,sin_dieta,yPrhI4mXE8w,,https://www.youtube.com/watch?v=yPrhI4mXE8w,en tu pasado oscuro comia como uno gorrino jajajar mucho producto de dulz o cosa descubri que existir gracias a ti jajja . haber ir mejorar poco a poco y ser cierto que el 90% del dia comias bien pero siempre tú caia algo cerdo jajajar,pos,neu
UgyWmhOpdXnRXFZX3el4AaABAg,youtube,paleo,WmLNXXlo3rQ,,https://www.youtube.com/watch?v=WmLNXXlo3rQ,mucho buen video . uno consulta rápido . en el libro de dieta paleo del profesor loren cordain no_recomendar no_el no_consumo de tubérculo pero en otro publicación paleo sí que él recomendar su consumo . qué opinar sobre este alimento ? gracias,neg,neu
4ed466ea-d0f8-4356-a893-a282b3beb9b0,googleplay,flexible,,keto.droid.lappir.com.ketodiettracker,https://play.google.com/store/apps/details?id=keto.droid.lappir.com.ketodiettracker,"ser buen pero haber que pagar , solo tú teja agregar uno cuanta comida y despues tú pedir comprar para seguir agregar y haber aplicación que cumplir él mismo pero gratis . definitivamente regreso a mi fatsecret para controlar mi macro .",neu,neg
UgxAYX0b4cskyYiKZUh4AaABAg,youtube,sin_dieta,DPLuOX111wM,,https://www.youtube.com/watch?v=DPLuOX111wM,"dr. gracias por este vídeo tanto maravilloso ! ! uno beso de aquí hasta el cielo   : : , no_ser no_olvidar no_! su infinito generosidad con todo el que ayudar y seguir ayudar con su excelente explicación y conocimiento . en gloria este !",neg,neu
Ugw7YJpK3LU6GbYHtxx4AaABAg,youtube,mediterranea,B_Ta5u7ytbg,,https://www.youtube.com/watch?v=B_Ta5u7ytbg,"ser español y realmente poco gente seguir el dieta "" mediterráneo "" , ser mas cada vez haber mas niño con sobrepeso . bueno niño y no_tanto no_niño no_. pero realmente si querer en europa en general él comer nuy bien , sano y sabroso . gracias doctor .",pos,neu
UgxlpD4HycBsrNuBBKJ4AaABAg,youtube,sin_dieta,NyQjeTuA1A0,,https://www.youtube.com/watch?v=NyQjeTuA1A0,no_él no_hasta no_cuándo ir haber seguir aconsejar a el gente que comar grano cuando nuestro cuerpo no_aprovechar no_nada no_ni de almendra ni de nuez de ninguno ya que nuestro organismo no_ser no_diseñar no_para digerir este clase de alimento simple hdp,neu,neg
UgxUEu9Rrpv_FY42T1h4AaABAg,youtube,sin_dieta,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"el horario de el comida yo hacer recordar , uno médico ya uno poco de edad yo decir que yo estar enferma por no_desayunar no_a no_el 6 am 12 m y 6 pm . cuando mi rutina ser más nocturno , respetar horario de comida pero ser de noche   : :   : :",neu,neg
UgxK1IFGkX6NwS3MmTd4AaABAg,youtube,ayuno,bIrJ8S5mIao,,https://www.youtube.com/watch?v=bIrJ8S5mIao,"bueno y pasado el 3 dia que , a que hora y que cantidad él deberiar comer , este buen el información pero yo que no_él no_de no_ese sentir que falto mas complemento de info para uno no_equivocar él no_y no_arruinar no_el no_3 dia de ayuno   : :   : :   : :",neg,neu
UgyS7n14VSoTU27VvoR4AaABAg,youtube,ayuno,RzGKLefEmnM,,https://www.youtube.com/watch?v=RzGKLefEmnM,"dr. mucho bueno tu video , felicidad y gracia por tu dedicación e información . ¿ cuánto tiempo durar el efecto celular del ayuno prolongado ? autofagia , sistema inmune activar célula madre , el bienestar alcanzado ... gracias",pos,neu
UgyS-GPHXxVVd3XSvKd4AaABAg,youtube,keto,T9A7iKzCuGw,,https://www.youtube.com/watch?v=T9A7iKzCuGw,"yo tenia hígado graso , hipertensión , triglicéridos en 315 . estar en keto y ya tener mi triglicéridos en 53 . el verdad , no_estar no_interesado no_en dejar el dieta ya que yo haber dar excelente resultado . ud decir él que querer . buen dia",pos,neu
UgyJmX0A9mM9M6KsuqR4AaABAg,youtube,sin_dieta,h5OqklgYJCA,,https://www.youtube.com/watch?v=h5OqklgYJCA,"que mierdar 585 caloria en uno desayuno ser demasiado , mi desayuno siempre ir de 150 a 300 porque sino yo sentirar mal . pero bueno , creer que depender de cuanta caloria quierar comer por día . por ejemplo intento comer de 600 a 900",pos,neu
UgxsEatlEaFYFOK-QBJ4AaABAg,youtube,sin_dieta,B_Ta5u7ytbg,,https://www.youtube.com/watch?v=B_Ta5u7ytbg,"vivir en ciudad de mexico y aca todo el pescado llegar congelado , luego él descongelar y él ponenir letrero de frescongelado , y yo se que todo él congelado perder el 80% de su nutrient . serar recomendable ir yo a vivir a acapulco ?",pos,neu
a2dbb9fa-a85c-4a6b-a130-60c816cbdf97,googleplay,sin_dieta,,com.wombatapps.carbmanager,https://play.google.com/store/apps/details?id=com.wombatapps.carbmanager,"seguir lento al abrir pero ser buen aplicación . otro cosa , estar bien que haber función que ser premium y haber que pagar , pero yo parecer uno disparate tener que pagar para que él sincronizar con google fit , ese deber ser básico",neu,neg
UgxyDHfBAjTYlE1--6F4AaABAg,youtube,sin_dieta,T9A7iKzCuGw,,https://www.youtube.com/watch?v=T9A7iKzCuGw,a bueno él que haber que escuchar . que el avena con uno indice de 53 ser que el trigo ser 70 su indice . casi podriar decir este medico que el diabetico él curar con harina de trigo . él que haber que escuchar . ¿ quien él atender con el ?,pos,neu
UgzKaW9gpo5hkBw2CYJ4AaABAg,youtube,ayuno,VV23ecSLb2g,,https://www.youtube.com/watch?v=VV23ecSLb2g,"ño dieta cetogenico no_ser no_comer no_carne de cerdo ni queso y grasa al tonto ser comer grasa saludable , yo él llevar nas de u. año y mi quist de seno bajar el ayuno servir . pero infórmensir más para no_asustar él no_. no_y mucho saludable .",neu,neg
Ugw9na9wYY_EPFxRruR4AaABAg,youtube,sin_dieta,h5OqklgYJCA,,https://www.youtube.com/watch?v=h5OqklgYJCA,"por ejemplo si él tener uno cena y durante el día querer guardar caloría para el cena , pero tú dar ansiedad poder tomar coca cola zero ( "" 0 caloría "" ) , obviir solo en situación donde deber reservar caloría para uno reunión .",neg,neu
Ugyf2LMzZOuT-g4QPcx4AaABAg,youtube,ayuno,bIrJ8S5mIao,,https://www.youtube.com/watch?v=bIrJ8S5mIao,"2 dia casi varios vez ya ae yo hacer c mas o menos facil , el de 3 dias si ser mi límite por el justo , preguntar cuanta vez ser bueno el ayuno de 3 dias por año ? ? ? ayuno 2 dia cada 1 mes y medio o 2 mes , pero el de 3 ? ?",pos,neu
UgzmvGpT9htVtQxTV5Z4AaABAg,youtube,sin_dieta,CCdZZeRH8II,,https://www.youtube.com/watch?v=CCdZZeRH8II,"porque en el aplicación my fitness pa l yo aparecer diferente el resultado ? peso 89 , mido 178 , tener 19año ser activo segu ; el aplicación y ahí yo aparecer que para mantener yo necesitar 3.470 y según tu operación yo aparecer 3132",neu,neg
Ugw_fh9hJXJL1XXu3kp4AaABAg,youtube,sin_dieta,O9n_2qj5eLM,,https://www.youtube.com/watch?v=O9n_2qj5eLM,"hola doctor jaramillo . respetar su sabiduría pero él hacer uno vez y yo dar mareo yo sufro de vértigo y mareos , tener que comer . olee ! ! para el persona que poder , en mi caso no_. no_mucho no_gracia doctor , uno saludo mucho grande ! ! .",neg,neu
